"","isbn","year","isbndb","category"
"0060976497","0060976497",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060976497","Self-Help"
"0312147015","0312147015",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312147015","Fiction"
"0452282128","0452282128",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0452282128","Fiction"
"0380796104","0380796104",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380796104","Fiction"
"0399141855","0399141855",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0399141855","Fiction"
"034531221X","034531221X",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:034531221X","Fiction"
"155166576X","155166576X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:155166576X","Fiction"
"0060926201","0060926201",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060926201","Fiction"
"0451204123","0451204123",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451204123","Fiction"
"1580082319","1580082319",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:1580082319","Business & Economics"
"1576730360","1576730360",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:1576730360","Family & Relationships"
"0380975068","0380975068",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380975068","Fiction"
"0671794507","0671794507",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671794507","Fiction"
"0312959176","0312959176",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312959176","Fiction"
"0373483503","0373483503",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0373483503","Fiction"
"0812544420","0812544420",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0812544420",NA
"0373270976","0373270976",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0373270976","Fiction"
"0515122734","0515122734",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0515122734","Fiction"
"0440224578","0440224578",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440224578","Fiction"
"1551665794","1551665794",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:1551665794","Fiction"
"0061010995","0061010995",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0061010995",NA
"0373484046","0373484046",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0373484046","Fiction"
"0451160916","0451160916",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451160916","Fiction"
"0446607207","0446607207",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446607207","Fiction"
"0440209412","0440209412",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440209412","Fiction"
"0553574310","0553574310",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553574310","Fiction"
"0439049989","0439049989",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0439049989","Juvenile Fiction"
"0439050006","0439050006",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0439050006","Juvenile Fiction"
"0842329250","0842329250",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0842329250","Fiction"
"0061091944","0061091944",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0061091944","Fiction"
"0553573314","0553573314",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553573314","Fiction"
"0553562614","0553562614",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553562614","Fiction"
"0375500510","0375500510",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0375500510","Fiction"
"0380820145","0380820145",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380820145","Fiction"
"0061054437","0061054437",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0061054437","Fiction"
"0380729768","0380729768",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380729768","Fiction"
"0156907399","0156907399",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0156907399","Fiction"
"0380732149","0380732149",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380732149",NA
"0786869011","0786869011",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0786869011","Biography & Autobiography"
"0345423097","0345423097",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345423097","Fiction"
"0743411358","0743411358",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0743411358","Fiction"
"0425176487","0425176487",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425176487",NA
"0671441981","0671441981",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671441981","Ghost stories, American"
"0812548051","0812548051",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0812548051","Fiction"
"0688143687","0688143687",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0688143687","Fiction"
"0679442405","0679442405",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0679442405","Biography & Autobiography"
"0373706898","0373706898",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0373706898","Fiction"
"0446360732","0446360732",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446360732","Fiction"
"0446603090","0446603090",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446603090","Fiction"
"0061093343","0061093343",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0061093343","Fiction"
"0446400580","0446400580",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446400580","Fiction"
"0373484429","0373484429",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0373484429","Fiction"
"0446524999","0446524999",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446524999",NA
"0345409876","0345409876",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345409876","Literary Criticism"
"0679763309","0679763309",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0679763309","Biography & Autobiography"
"0425183971","0425183971",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425183971","Fiction"
"067973225X","067973225X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:067973225X","Fiction"
"0894803204","0894803204",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0894803204","Self-Help"
"0441007813","0441007813",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0441007813","Blake, Anita (Fictitious character)"
"0441005748","0441005748",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0441005748","Blake, Anita (Fictitious character)"
"0786808012","0786808012",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0786808012",NA
"0380802317","0380802317",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380802317","Fiction"
"0452281431","0452281431",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0452281431","Fiction"
"1551668483","1551668483",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:1551668483","Fiction"
"0449215024","0449215024",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0449215024",NA
"0451170113","0451170113",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451170113","Fiction"
"0316153915","0316153915",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0316153915","Bosch, Harry (Fictitious character)"
"0425155722","0425155722",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425155722","Fiction"
"0425189031","0425189031",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425189031","Fiction"
"0440236665","0440236665",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440236665","Fiction"
"0812551486","0812551486",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0812551486","Fiction"
"081257639X","081257639X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:081257639X","Fiction"
"034539092X","034539092X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:034539092X",NA
"0385720955","0385720955",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0385720955","Fiction"
"0758203888","0758203888",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0758203888","Fiction"
"006109868X","006109868X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:006109868X","Fiction"
"0767915593","0767915593",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0767915593","Fiction"
"0385319002","0385319002",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0385319002","Fiction"
"0316777722","0316777722",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0316777722",NA
"0679723161","0679723161",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0679723161","Fiction"
"0767903382","0767903382",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0767903382","Biography & Autobiography"
"0679455116","0679455116",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0679455116","Fiction"
"0679724362","0679724362",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0679724362","Biography & Autobiography"
"0385720467","0385720467",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0385720467",NA
"0452270073","0452270073",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0452270073","Fiction"
"0380714752","0380714752",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380714752","Juvenile Fiction"
"042519485X","042519485X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:042519485X","Fiction"
"0380725231","0380725231",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380725231","Fiction"
"0440944597","0440944597",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440944597","Juvenile Fiction"
"0553572350","0553572350",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553572350","Fiction"
"0061096105","0061096105",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0061096105",NA
"0380009471","0380009471",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380009471","Fiction"
"0743466527","0743466527",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0743466527","Fiction"
"0440404193","0440404193",1970,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440404193","Juvenile Fiction"
"0061097667","0061097667",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0061097667","Fiction"
"0671521500","0671521500",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671521500","Fiction"
"1551668459","1551668459",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:1551668459","Fiction"
"0380817624","0380817624",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380817624","Fiction"
"0836218655","0836218655",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0836218655","Humor"
"0836220730","0836220730",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0836220730","Humor"
"0811801802","0811801802",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0811801802","Fiction"
"0671008978","0671008978",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671008978","Fiction"
"0345377702","0345377702",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345377702","Biography & Autobiography"
"0060977744","0060977744",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060977744","Fiction"
"0679744398","0679744398",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0679744398","Fiction"
"0140177388","0140177388",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0140177388","Fiction"
"0786885416","0786885416",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0786885416","Biography & Autobiography"
"0590406205","0590406205",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0590406205","Mice"
"0151006040","0151006040",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0151006040","Psychology"
"0761121323","0761121323",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0761121323",NA
"0064402053","0064402053",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0064402053","Juvenile Fiction"
"014017737X","014017737X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:014017737X","Fiction"
"0380818973","0380818973",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380818973","Fiction"
"0671204971","0671204971",1970,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671204971",NA
"0156028778","0156028778",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0156028778","Fiction"
"0375826688","0375826688",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0375826688","Juvenile Fiction"
"0451196856","0451196856",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451196856","Fiction"
"0446351709","0446351709",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446351709","Law"
"0440226198","0440226198",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440226198","Health & Fitness"
"0375502025","0375502025",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0375502025","History"
"0140274782","0140274782",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0140274782","Fiction"
"1400045088","1400045088",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:1400045088","Fiction"
"0312954468","0312954468",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312954468","Fiction"
"0679781277","0679781277",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0679781277","Fiction"
"055328942X","055328942X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:055328942X","Fiction"
"0553574086","0553574086",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553574086","Fiction"
"0440221048","0440221048",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440221048",NA
"0671003364","0671003364",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671003364","Fiction"
"0380711877","0380711877",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380711877","Fiction"
"0553106341","0553106341",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553106341","Fiction"
"0345404785","0345404785",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345404785","Fiction"
"0425158608","0425158608",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425158608","Fiction"
"0380728168","0380728168",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380728168",NA
"0316693863","0316693863",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0316693863","Fiction"
"0451184726","0451184726",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451184726","Fiction"
"0446667900","0446667900",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446667900","Fiction"
"0805056645","0805056645",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0805056645","Biography & Autobiography"
"0380730820","0380730820",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380730820","Fiction"
"0446604232","0446604232",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446604232","Fiction"
"0380784491","0380784491",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380784491","Fiction"
"0553581112","0553581112",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553581112",NA
"0446611085","0446611085",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446611085","Fiction"
"0312313810","0312313810",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312313810","Fiction"
"0380780879","0380780879",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380780879",NA
"0061099015","0061099015",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0061099015","Fiction"
"0451197399","0451197399",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451197399",NA
"0152050167","0152050167",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0152050167","Juvenile Fiction"
"0670031909","0670031909",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0670031909","Fiction"
"0380978415","0380978415",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380978415",NA
"055356773X","055356773X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:055356773X","Fiction"
"0553251481","0553251481",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553251481","Pilgrims and pilgrimages"
"0451179285","0451179285",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451179285","American fiction"
"0553577808","0553577808",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553577808","Fiction"
"0399149562","0399149562",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0399149562","Fiction"
"0802135161","0802135161",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0802135161","Fiction"
"0380780860","0380780860",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380780860","Fiction"
"0380816547","0380816547",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380816547","Fiction"
"0142000892","0142000892",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0142000892","Fiction"
"0394747232","0394747232",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0394747232","Comics & Graphic Novels"
"0061092002","0061092002",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0061092002","Fiction"
"0451206002","0451206002",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451206002",NA
"0066214440","0066214440",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0066214440","Fiction"
"0966941411","0966941411",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0966941411",NA
"0380978407","0380978407",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380978407",NA
"067164257X","067164257X",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:067164257X","Brothers and sisters"
"0425135020","0425135020",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425135020","Fiction"
"0871138190","0871138190",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0871138190","Fiction"
"006103004X","006103004X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:006103004X","History"
"0446600458","0446600458",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446600458","Fiction"
"0553211765","0553211765",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553211765","Fiction"
"0451188489","0451188489",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451188489",NA
"0970816308","0970816308",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0970816308","Fiction"
"1558746625","1558746625",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:1558746625","Self-Help"
"1558744592","1558744592",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:1558744592","Religion"
"0670032379","0670032379",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0670032379","Fiction"
"0446610674","0446610674",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446610674",NA
"0440224594","0440224594",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440224594","Fiction"
"0670878847","0670878847",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0670878847","Fiction"
"0345338715","0345338715",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345338715","Fiction"
"0380718839","0380718839",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380718839","Fiction"
"0684822652","0684822652",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0684822652","Fiction"
"0553569155","0553569155",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553569155","Humor"
"0425169871","0425169871",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425169871","Fiction"
"0684872730","0684872730",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0684872730",NA
"0804117683","0804117683",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0804117683","Fiction"
"0446600660","0446600660",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446600660","Fiction"
"1573220485","1573220485",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:1573220485",NA
"0385491034","0385491034",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0385491034","Fiction"
"0679762108","0679762108",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0679762108","Fiction"
"0877017883","0877017883",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0877017883","Fiction"
"0446604100","0446604100",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446604100",NA
"1573223425","1573223425",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:1573223425","Fiction"
"0553096060","0553096060",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553096060","Humor"
"0380730200","0380730200",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380730200","Fiction"
"0805068015","0805068015",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0805068015","Fiction"
"0671793578","0671793578",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671793578","True Crime"
"0375750525","0375750525",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0375750525","Lesbians"
"0671729470","0671729470",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671729470","Fiction"
"0345385764","0345385764",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345385764","Fiction"
"015670160X","015670160X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:015670160X","Fiction"
"0312198647","0312198647",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312198647","Biography & Autobiography"
"038071843X","038071843X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:038071843X",NA
"0836218515","0836218515",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0836218515","Humor"
"0373243790","0373243790",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0373243790",NA
"0345346491","0345346491",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345346491","Fiction"
"0679783571","0679783571",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0679783571","Biography & Autobiography"
"0399145672","0399145672",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0399145672","Fiction"
"0679432477","0679432477",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0679432477","Fiction"
"0517595753","0517595753",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0517595753","Humor"
"0553582801","0553582801",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553582801",NA
"0060198133","0060198133",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060198133","Fiction"
"0345310799","0345310799",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345310799","Fiction"
"0140097112","0140097112",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0140097112","Fiction"
"034536676X","034536676X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:034536676X","Fiction"
"0449908747","0449908747",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0449908747","Fiction"
"0060972122","0060972122",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060972122","Fiction"
"0449910571","0449910571",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0449910571",NA
"078688908X","078688908X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:078688908X","Fiction"
"0743437802","0743437802",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0743437802",NA
"0743410599","0743410599",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0743410599","Fiction"
"0553566067","0553566067",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553566067","Fiction"
"0440220440","0440220440",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440220440","Fiction"
"0440220459","0440220459",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440220459","Fiction"
"0060560754","0060560754",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060560754","Fiction"
"0312284683","0312284683",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312284683","Fiction"
"0515126772","0515126772",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0515126772","Fiction"
"0767903854","0767903854",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0767903854","Travel"
"0590425013","0590425013",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0590425013","Babysitters"
"0451205758","0451205758",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451205758","Fiction"
"0312983832","0312983832",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312983832",NA
"0385335490","0385335490",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0385335490","Fiction"
"0553801430","0553801430",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553801430","Fiction"
"0312289510","0312289510",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312289510","Fiction"
"1551662604","1551662604",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:1551662604","Fiction"
"0843950463","0843950463",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0843950463",NA
"0679735771","0679735771",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0679735771","Fiction"
"0140620222","0140620222",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0140620222",NA
"0373218974","0373218974",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0373218974","Fiction"
"0440224810","0440224810",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440224810","Fiction"
"0446602159","0446602159",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446602159","Fiction"
"0373218966","0373218966",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0373218966","Fiction"
"0373239963","0373239963",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0373239963","Fiction"
"0440170796","0440170796",1970,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440170796","Fiction"
"0670844527","0670844527",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0670844527","Fiction"
"0446360716","0446360716",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446360716","Fiction"
"0312988249","0312988249",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312988249","Fiction"
"0446519537","0446519537",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446519537","Fiction"
"0891076182","0891076182",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0891076182",NA
"067942525X","067942525X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:067942525X","Fiction"
"067100042X","067100042X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:067100042X","Fiction"
"0553291009","0553291009",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553291009","Fiction"
"0425140032","0425140032",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425140032","Fiction"
"0345422783","0345422783",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345422783","Biography & Autobiography"
"0345350685","0345350685",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345350685","Social Science"
"0440234859","0440234859",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440234859","Fiction"
"0451451538","0451451538",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451451538","Fiction"
"0345335082","0345335082",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345335082","Fiction"
"0064400484","0064400484",1970,"https://www.googleapis.com/books/v1/volumes?q=isbn:0064400484",NA
"0394800028","0394800028",1950,"https://www.googleapis.com/books/v1/volumes?q=isbn:0394800028","Juvenile Fiction"
"0451525264","0451525264",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451525264","Fiction"
"044661257X","044661257X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:044661257X","Fiction"
"0451197038","0451197038",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451197038","Fiction"
"0451202538","0451202538",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451202538",NA
"0451173082","0451173082",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451173082",NA
"0804107491","0804107491",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0804107491","Fiction"
"0451199480","0451199480",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451199480","Fiction"
"0671744585","0671744585",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671744585","Fiction"
"0140262032","0140262032",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0140262032","Fiction"
