make,model,VClass
Lexus,RX 330 4WD,Sport Utility Vehicle - 4WD
Mitsubishi,Endeavor,Sport Utility Vehicle - 4WD
Nissan,Pathfinder Armada 4WD,Sport Utility Vehicle - 4WD
Porsche,Cayenne,Sport Utility Vehicle - 4WD
Porsche,Cayenne S,Sport Utility Vehicle - 4WD
Porsche,Cayenne Turbo,Sport Utility Vehicle - 4WD
Volkswagen,Touareg,Sport Utility Vehicle - 4WD
Chevrolet,Silverado 2500 HD 2WD CNG,Standard Pickup Trucks 2WD
Ford,Explorer Sport Trac 2WD FFV,Standard Pickup Trucks 2WD
Ford,Explorer Sport Trac 4WD FFV,Standard Pickup Trucks 4WD
Mercedes-Benz,C240 FFV,Compact Cars
Mercedes-Benz,C320 FFV,Compact Cars
Mercedes-Benz,C320 Sports Coupe FFV,Compact Cars
Mercedes-Benz,C240 FFV (Wagon),Small Station Wagons
Mercedes-Benz,C320 FFV (Wagon),Small Station Wagons
Chevrolet,Express Cargo (Bi-fuel),"Vans, Cargo Type"
Chevrolet,Express Passenger (Bi-fuel),"Vans, Passenger Type"
GMC,Savana (cargo) (Bi-fuel),"Vans, Cargo Type"
GMC,Savana Passenger (Bi-fuel),"Vans, Passenger Type"
Chevrolet,Express Cargo (dedicated CNG),"Vans, Cargo Type"
Chevrolet,Express Passenger (dedicated CNG),"Vans, Passenger Type"
GMC,Savana Cargo (dedicated CNG),"Vans, Cargo Type"
GMC,Savana Passenger (dedicated CNG),"Vans, Passenger Type"
BMW,760i,Large Cars
BMW,X5 4.8IS,Sport Utility Vehicle - 4WD
Chrysler,Crossfire Coupe,Two Seaters
Chrysler,Crossfire Roadster,Two Seaters
Ferrari,575 M Maranello and Superamerica,Two Seaters
Ford,GT,Two Seaters
Lotus,Elise/exige,Two Seaters
Maserati,Spyder Cambiocorsa/GT/90 ANV,Two Seaters
Mercedes-Benz,SLR,Two Seaters
Mercedes-Benz,SL65 AMG,Two Seaters
Mercedes-Benz,SLK350,Two Seaters
Mercedes-Benz,SLK55 AMG,Two Seaters
Renault,Alliance/Encore,Compact Cars
Aston Martin,DB9,Minicompact Cars
Aston Martin,DB9 Volante,Minicompact Cars
Aston Martin,V12 Vanquish S,Minicompact Cars
MINI,Cooper Convertible,Minicompact Cars
MINI,Cooper S Convertible,Minicompact Cars
Porsche,Carrera 2 S Cabriolet,Minicompact Cars
Porsche,Carrera 2 S Coupe,Minicompact Cars
Rolls-Royce,Camargue,Compact Cars
Porsche,Turbo 4 911 Turbo,Minicompact Cars
Saab,900,Compact Cars
Porsche,Turbo 4 911 Turbo Cab S,Minicompact Cars
Porsche,Turbo 4 911 S,Minicompact Cars
Chevrolet,Cobalt,Subcompact Cars
Maserati,Coupe and Gransport,Subcompact Cars
Subaru,Sedan/3 Door,Compact Cars
Scion,tC,Subcompact Cars
Subaru,3 Door 4WD Turbo,Compact Cars
Texas Coach Company,500 SEC,Compact Cars
Toyota,Camry,Compact Cars
Chevrolet,Aveo 5,Compact Cars
Chevrolet,Optra 5,Compact Cars
Toyota,Cressida,Compact Cars
Mercedes-Benz,C55 AMG,Compact Cars
Mercedes-Benz,CL65 AMG,Compact Cars
Pontiac,G6,Compact Cars
Pontiac,Wave,Compact Cars
Pontiac,Wave 5,Compact Cars
Suzuki,Reno,Compact Cars
Suzuki,Swift x,Compact Cars
Volvo,S40 AWD,Compact Cars
Acura,RL,Midsize Cars
Volkswagen,Jetta GLI,Compact Cars
Buick,Lacrosse/Allure,Midsize Cars
Cadillac,STS 2WD,Midsize Cars
Cadillac,STS AWD,Midsize Cars
Volkswagen,Quantum,Compact Cars
Ferrari,612 Scaglietti,Midsize Cars
Hyundai,Elantra,Midsize Cars
Volvo,240 DL/240 GL,Compact Cars
Jaguar,X-Type Sport Brake,Midsize Cars
Kia,Spectra,Midsize Cars
Dodge,GLH-S,Compact Cars
Mercedes-Benz,E320 Cdi,Midsize Cars
Audi,5000 CS quattro,Midsize Cars
Audi,5000 S,Midsize Cars
Volvo,S80 FWD,Midsize Cars
Chrysler,300C AWD,Large Cars
Chrysler,300C/SRT-8,Large Cars
Ford,Five Hundred AWD,Large Cars
Ford,Five Hundred FWD,Large Cars
Jaguar,Super V8,Large Cars
Jaguar,Vdp Lwb,Large Cars
Jaguar,XJ8l,Large Cars
Mercury,Montego AWD,Large Cars
Mercury,Montego FWD,Large Cars
Maserati,Quattroporte,Large Cars
Chevrolet,Optra Wagon,Small Station Wagons
Saab,9-2x Wagon AWD,Small Station Wagons
Suzuki,Forenza Wagon,Small Station Wagons
Volvo,V50 AWD,Small Station Wagons
Volvo,V50 FWD,Small Station Wagons
Mercedes-Benz,E55 AMG (Wagon),Midsize Station Wagons
Chevrolet,Van 15/25  2WD Conversion,"Vans, Cargo Type"
Buick,Terraza FWD,Minivan - 2WD
Chevrolet,Uplander FWD,Minivan - 2WD
Chrysler,Voyager/Town and Country 2WD,Minivan - 2WD
Pontiac,Monterey Wagon FWD,Minivan - 2WD
Pontiac,Montana SVX FWD,Minivan - 2WD
Saturn,Relay FWD,Minivan - 2WD
Buick,Terraza AWD,Minivan - 4WD
Chevrolet,Uplander AWD,Minivan - 4WD
Pontiac,Montana SVX AWD,Minivan - 4WD
Saturn,Relay AWD,Minivan - 4WD
Chrysler,Limousine,Midsize Cars
Chevrolet,Equinox FWD,Sport Utility Vehicle - 2WD
Chrysler,PT Cruiser Convertible,Sport Utility Vehicle - 2WD
Dodge,Magnum 2WD,Sport Utility Vehicle - 2WD
Ford,Escape Hybrid 2WD,Sport Utility Vehicle - 2WD
Ford,Freestyle FWD,Sport Utility Vehicle - 2WD
GMC,Envoy XUV 2WD,Sport Utility Vehicle - 2WD
Hyundai,Tucson 2WD,Sport Utility Vehicle - 2WD
Isuzu,Ascender 7-passenger 2WD,Sport Utility Vehicle - 2WD
Mercury,Mariner 2WD,Sport Utility Vehicle - 2WD
Mitsubishi,Endeavor 2WD,Sport Utility Vehicle - 2WD
Nissan,Armada 2WD,Sport Utility Vehicle - 2WD
Nissan,Murano FWD,Sport Utility Vehicle - 2WD
Chevrolet,Equinox AWD,Sport Utility Vehicle - 4WD
Dodge,Magnum AWD,Sport Utility Vehicle - 4WD
Ford,Escape Hybrid 4WD,Sport Utility Vehicle - 4WD
Ford,Freestyle AWD,Sport Utility Vehicle - 4WD
GMC,Envoy XUV 4WD,Sport Utility Vehicle - 4WD
Hyundai,Tucson 4WD,Sport Utility Vehicle - 4WD
Isuzu,Ascender 7-passenger 4WD,Sport Utility Vehicle - 4WD
Land Rover,LR3,Sport Utility Vehicle - 4WD
Mercury,Mariner 4WD,Sport Utility Vehicle - 4WD
Mitsubishi,Endeavor 4WD,Sport Utility Vehicle - 4WD
Nissan,Armada 4WD,Sport Utility Vehicle - 4WD
Subaru,Outback AWD,Sport Utility Vehicle - 4WD
Subaru,Outback Wagon AWD,Sport Utility Vehicle - 4WD
Mercury,Mountaineer FFV 2WD,Sport Utility Vehicle - 2WD
Lincoln,Continental,Midsize Cars
Mercury,Mountaineer FFV 4WD,Sport Utility Vehicle - 4WD
Lincoln,Mark VII,Midsize Cars
GMC,Sierra 2500 HD 2WD CNG,Standard Pickup Trucks 2WD
Chevrolet,Silverado 2500 HD 4WD CNG,Standard Pickup Trucks 4WD
GMC,Sierra 2500 HD 4WD CNG,Standard Pickup Trucks 4WD
Honda,Accord Hybrid,Midsize Cars
Ferrari,F430,Two Seaters
Chevrolet,Silverado 2500 HD 2WD,Standard Pickup Trucks 2WD
GMC,Sierra 2500 Hd 2WD,Standard Pickup Trucks 2WD
Maserati,Quattroporte,Midsize Cars
Saab,9-7X AWD,Sport Utility Vehicle - 4WD
Mercedes-Benz,420SEL,Midsize Cars
Mercedes-Benz,560SEL,Midsize Cars
Nissan,Xterra 4WD,Sport Utility Vehicle - 4WD
Spyker,C8 Laviolette,Minicompact Cars
Spyker,C8 Spyder,Two Seaters
Spyker,C8 Spyder Wide Body,Two Seaters
Aston Martin,DB9 Coupe Manual,Minicompact Cars
Aston Martin,DB9 Volante Manual,Minicompact Cars
Lamborghini,L-140/715 Gallardo,Two Seaters
Mazda,MX-5,Two Seaters
Mercedes-Benz,SLK280,Two Seaters
Pontiac,Solstice,Two Seaters
Aston Martin,DB9 Coupe,Minicompact Cars
Porsche,Carrera 4 Coupe,Minicompact Cars
BMW,650ci,Subcompact Cars
BMW,650ci Convertible,Subcompact Cars
Chevrolet,Aveo 5,Subcompact Cars
Lexus,IS 250,Subcompact Cars
Lexus,IS 250 AWD,Subcompact Cars
Lexus,IS 350,Subcompact Cars
Maserati,Coupe Cambiocorsa/GT/G-Sport,Subcompact Cars
Mercedes-Benz,CLK350,Subcompact Cars
Mercedes-Benz,CLK350 (Cabriolet),Subcompact Cars
Pontiac,Wave 5,Subcompact Cars
Suzuki,Swift x,Subcompact Cars
Mercedes-Benz,C280 4matic,Compact Cars
Mercedes-Benz,C350,Compact Cars
Mercedes-Benz,C350 4matic,Compact Cars
Mercedes-Benz,CLS500,Compact Cars
Mercedes-Benz,CLS55 AMG,Compact Cars
Pontiac,G6 GT/GTP Convertible,Compact Cars
Volkswagen,Rabbit,Compact Cars
Bentley,Continental Flying Spur,Midsize Cars
BMW,525xi,Midsize Cars
BMW,530xi,Midsize Cars
BMW,550i,Midsize Cars
BMW,M5,Midsize Cars
Rolls-Royce,Silver Spirit/Spur/Mulsanne,Midsize Cars
Cadillac,STS,Midsize Cars
Texas Coach Company,500SE,Midsize Cars
Ford,Fusion,Midsize Cars
Texas Coach Company,500SEL,Midsize Cars
Volvo,740/760,Midsize Cars
Lexus,GS 300 4WD,Midsize Cars
Mercury,Milan,Midsize Cars
Lincoln,Zephyr,Midsize Cars
Mercedes-Benz,E350,Midsize Cars
Mercedes-Benz,E350 4matic,Midsize Cars
BMW,750i,Large Cars
BMW,750li,Large Cars
Buick,Lucerne,Large Cars
Cadillac,Armored DTS,Large Cars
Cadillac,DTS,Large Cars
Chrysler,300,Large Cars
Dodge,Charger,Large Cars
Hyundai,Azera,Large Cars
Hyundai,Sonata,Large Cars
Infiniti,M35,Large Cars
Infiniti,M45,Large Cars
Jaguar,XJ8,Large Cars
Jaguar,XJR,Large Cars
Cadillac,Fleetwood/DeVille,Large Cars
Cadillac,Fleetwood Brougham,Large Cars
Mercedes-Benz,S65 AMG,Large Cars
Audi,A3,Small Station Wagons
Saab,9-3 SportCombi,Small Station Wagons
BMW,530xi Sport Wagon,Midsize Station Wagons
Mazda,5,Midsize Station Wagons
Mercedes-Benz,E350 (wagon),Midsize Station Wagons
Mercedes-Benz,E350 4matic (wagon),Midsize Station Wagons
Chevrolet,Colorado Cab Chassis inc 2WD,Standard Pickup Trucks 2WD
London Coach Co Inc,London Taxi,Large Cars
GMC,Canyon Cab Chassis Inc 2WD,Standard Pickup Trucks 2WD
Isuzu,i-280 Extended Cab 2WD,Standard Pickup Trucks 2WD
Lincoln,Mark LT,Standard Pickup Trucks 2WD
Mitsubishi,Raider Pickup 2WD,Standard Pickup Trucks 2WD
Honda,Ridgeline Truck 4WD,Standard Pickup Trucks 4WD
Isuzu,i-350 Crew Cab 4WD,Standard Pickup Trucks 4WD
Lincoln,Mark LT,Standard Pickup Trucks 4WD
Mitsubishi,Raider Pickup 4WD,Standard Pickup Trucks 4WD
GMC,Savana 1500  AWD Conversion (cargo),"Vans, Cargo Type"
Pontiac,Montana SV6 FWD,Minivan - 2WD
Pontiac,Torrent FWD,Sport Utility Vehicle - 2WD
Pontiac,Montana SV6 AWD,Minivan - 4WD
Pontiac,Torrent AWD,Sport Utility Vehicle - 4WD
Chevrolet,HHR FWD,Sport Utility Vehicle - 2WD
Dodge,Magnum,Sport Utility Vehicle - 2WD
Ford,Escape FWD,Sport Utility Vehicle - 2WD
Ford,Escape Hybrid FWD,Sport Utility Vehicle - 2WD
Nissan,Maxima Wagon,Small Station Wagons
Rolls-Royce,Corniche/Continental,Subcompact Cars
Honda,Pilot 2WD,Sport Utility Vehicle - 2WD
Jeep,Commander 2WD,Sport Utility Vehicle - 2WD
Lexus,RX 400h 2WD,Sport Utility Vehicle - 2WD
Mercury,Mariner FWD,Sport Utility Vehicle - 2WD
Toyota,Highlander Hybrid 2WD,Sport Utility Vehicle - 2WD
Chevrolet,TrailBlazer AWD,Sport Utility Vehicle - 4WD
Honda,Civic Wagon 4WD,Small Station Wagons
Hummer,H3 4WD,Sport Utility Vehicle - 4WD
Jeep,Commander 4WD,Sport Utility Vehicle - 4WD
Land Rover,Range Rover Sport,Sport Utility Vehicle - 4WD
Lexus,RX 400h 4WD,Sport Utility Vehicle - 4WD
Mazda,GLC Wagon,Small Station Wagons
Mazda,Tribute Hybrid 4WD,Sport Utility Vehicle - 4WD
Mercedes-Benz,R350,Sport Utility Vehicle - 4WD
Mercedes-Benz,R500,Sport Utility Vehicle - 4WD
Mercury,Mariner Hybrid 4WD,Sport Utility Vehicle - 4WD
Subaru,B9 Tribeca AWD,Sport Utility Vehicle - 4WD
Mitsubishi,Space Wagon,Small Station Wagons
Oldsmobile,Firenza Cruiser,Small Station Wagons
Suzuki,Grand Vitara AWD,Sport Utility Vehicle - 4WD
Toyota,Highlander Hybrid 4WD,Sport Utility Vehicle - 4WD
Cadillac,STS-V,Midsize Cars
Saab,9-5 SportCombi,Midsize Station Wagons
Audi,A3 quattro,Small Station Wagons
Ford,GT 2WD,Two Seaters
Aston Martin,V8 Vantage,Two Seaters
Bugatti,Veyron,Two Seaters
BMW,Z4 3.0si Coupe,Two Seaters
BMW,Z4 3.0i,Two Seaters
BMW,Z4 3.0si,Two Seaters
BMW,Z4 M Coupe,Two Seaters
BMW,Z4 M Roadster,Two Seaters
Cadillac,XLR-V,Two Seaters
Ferrari,F141,Two Seaters
Porsche,Cayman S,Two Seaters
Kia,Optima (2006 New Model),Midsize Cars
Maybach,57S,Large Cars
Ford,F150 Pickup 2WD FFV,Standard Pickup Trucks 2WD
Ford,F150 Pickup 4WD FFV,Standard Pickup Trucks 4WD
BMW,M6,Subcompact Cars
Volvo,New C70 Convertible,Subcompact Cars
Infiniti,Q45 Sport,Midsize Cars
Renault,18i Sportwagon,Small Station Wagons
Mercedes-Benz,SL550,Two Seaters
Jaguar,XK,Minicompact Cars
Jaguar,XK Convertible,Minicompact Cars
Pontiac,G5/Pursuit,Subcompact Cars
Toyota,Yaris,Subcompact Cars
Lexus,GS 450h,Compact Cars
Volkswagen,Quantum Syncro Wagon,Small Station Wagons
Volkswagen,Quantum Wagon,Small Station Wagons
Lexus,ES 350,Midsize Cars
Toyota,Camry Hybrid,Midsize Cars
Audi,5000 CS quattro Wagon,Midsize-Large Station Wagons
Mercedes-Benz,S550,Large Cars
Audi,5000S Wagon,Midsize-Large Station Wagons
Honda,Fit,Small Station Wagons
Chevrolet,Silverado Classic 1500 2WD,Standard Pickup Trucks 2WD
Chevrolet,Silverado Classic 15 Hybrid 2WD,Standard Pickup Trucks 2WD
GMC,Sierra Classic 1500 2WD,Standard Pickup Trucks 2WD
GMC,Sierra Classic 15 Hybrid 2WD,Standard Pickup Trucks 2WD
Chevrolet,Silverado Classic 1500 4WD,Standard Pickup Trucks 4WD
Chevrolet,Silverado Classic 15 Hybrid 4WD,Standard Pickup Trucks 4WD
GMC,Sierra Classic 1500 4WD,Standard Pickup Trucks 4WD
GMC,Sierra Classic 1500 AWD,Standard Pickup Trucks 4WD
GMC,Sierra Classic 15 Hybrid 4WD,Standard Pickup Trucks 4WD
Lexus,RX 350 2WD,Sport Utility Vehicle - 2WD
Mazda,CX-7 2WD,Sport Utility Vehicle - 2WD
Toyota,FJ Cruiser 2WD,Sport Utility Vehicle - 2WD
Audi,Q7,Sport Utility Vehicle - 4WD
Nissan,Stanza Wagon 2WD,Midsize-Large Station Wagons
Lexus,RX 350 4WD,Sport Utility Vehicle - 4WD
Mazda,CX-7 4WD,Sport Utility Vehicle - 4WD
Mercedes-Benz,GL450 4matic,Sport Utility Vehicle - 4WD
Toyota,FJ Cruiser 4WD,Sport Utility Vehicle - 4WD
Lamborghini,Gallardo Coupe,Two Seaters
Lamborghini,Gallardo Coupe SL,Two Seaters
Lamborghini,Gallardo Spyder,Two Seaters
Porsche,Cayman,Two Seaters
Saturn,SKY,Two Seaters
Porsche,Carrera 4 S Targa,Minicompact Cars
Porsche,Carrera 4 Targa,Minicompact Cars
Bentley,Continental GTC,Subcompact Cars
Mercedes-Benz,CLK550,Subcompact Cars
Mercedes-Benz,CLK550 (Cabriolet),Subcompact Cars
Mercedes-Benz,CLK63 AMG (Cabriolet),Subcompact Cars
Roush Performance,Stage 3 Mustang Coupe,Subcompact Cars
Volkswagen,Eos,Subcompact Cars
Audi,RS4,Compact Cars
Peugeot,505 Station Wagon,Midsize-Large Station Wagons
Mercedes-Benz,CLS550,Compact Cars
Mercedes-Benz,CLS63 AMG,Compact Cars
Saturn,Aura,Midsize Cars
Mercedes-Benz,E550,Midsize Cars
Mercedes-Benz,E550 4matic,Midsize Cars
Mercedes-Benz,E63 AMG,Midsize Cars
Nissan,Versa,Midsize Cars
Toyota,Cressida Wagon,Midsize-Large Station Wagons
Infiniti,M35x,Large Cars
Volvo,240 DL/240 GL Wagon,Midsize-Large Station Wagons
Mercedes-Benz,S550 4matic,Large Cars
Suzuki,SX4,Small Station Wagons
Volvo,740/760 Wagon,Midsize-Large Station Wagons
Suzuki,SX4 AWD,Small Station Wagons
Mercedes-Benz,E63 AMG (wagon),Midsize Station Wagons
Isuzu,i-290 Extended Cab 2WD,Standard Pickup Trucks 2WD
Isuzu,i-370 Crew Cab 4WD,Standard Pickup Trucks 4WD
Hyundai,Entourage,Minivan - 2WD
Saturn,Vue Hybrid,Sport Utility Vehicle - 2WD
Ford,LTD Crown Victoria Wagon,Midsize-Large Station Wagons
Chevrolet,Colorado Cab Chassis inc 4WD,Standard Pickup Trucks 4WD
GMC,Canyon Cab Chassis Inc 4WD,Standard Pickup Trucks 4WD
Mercury,Grand Marquis Wagon,Midsize-Large Station Wagons
Mercedes-Benz,ML350 4matic,Sport Utility Vehicle - 4WD
Mercedes-Benz,ML500 4matic,Sport Utility Vehicle - 4WD
Mercedes-Benz,ML63 AMG,Sport Utility Vehicle - 4WD
Mercedes-Benz,R350 4matic,Sport Utility Vehicle - 4WD
Mercedes-Benz,R500 4matic,Sport Utility Vehicle - 4WD
Mercedes-Benz,R63 AMG,Sport Utility Vehicle - 4WD
Oldsmobile,Custom Cruiser,Midsize-Large Station Wagons
MINI,Cooper S JCWorks GP Kit,Two Seaters
Roush Performance,Boss F150 Super Cab 2WD,Standard Pickup Trucks 2WD
Roush Performance,Stage 3 F-150 2WD,Standard Pickup Trucks 2WD
Roush Performance,Stage 3 F-150 Supercab 2WD,Standard Pickup Trucks 2WD
Roush Performance,Stage 3 F-150 Supercrew 2WD,Standard Pickup Trucks 2WD
Roush Performance,Stage 3 F-150 4WD,Standard Pickup Trucks 4WD
Roush Performance,Stage 3 F-150 Supercab 4WD,Standard Pickup Trucks 4WD
Roush Performance,Stage 3 F-150 Supercrew 4WD,Standard Pickup Trucks 4WD
BMW,Z4 Coupe,Two Seaters
Ferrari,599 GTB,Two Seaters
Porsche,911 GT3,Minicompact Cars
Porsche,911 GT3 RS,Minicompact Cars
BMW,328cxi,Subcompact Cars
BMW,335ci,Subcompact Cars
BMW,M6 Convertible,Subcompact Cars
Infiniti,G35 Coupe,Subcompact Cars
BMW,328xi,Compact Cars
BMW,335i,Compact Cars
Chrysler,PT Cruiser Convertible,Compact Cars
Dodge,Caliber,Small Station Wagons
Mercedes-Benz,CL550,Compact Cars
Nissan,Truck 2WD (new Version),Small Pickup Trucks
Audi,S6,Midsize Cars
Chrysler,Sebring,Midsize Cars
Ford,Fusion AWD,Midsize Cars
Infiniti,G35,Midsize Cars
Infiniti,G35x,Midsize Cars
Lexus,GS 350,Midsize Cars
Lexus,GS 350 AWD,Midsize Cars
Lexus,GS 430,Midsize Cars
Lexus,LS 460,Midsize Cars
Lexus,LS 460 L,Midsize Cars
Mercury,Milan AWD,Midsize Cars
Lincoln,MKZ AWD,Midsize Cars
Lincoln,MKZ FWD,Midsize Cars
Nissan,Sentra,Midsize Cars
Saab,9-5 Sedan,Midsize Cars
Chrysler,300 AWD,Large Cars
Chrysler,300/SRT-8,Large Cars
Dodge,Charger AWD,Large Cars
Maserati,Quattroporte/QP Sport GT,Large Cars
BMW,328i Sport Wagon,Small Station Wagons
BMW,328xi Sport Wagon,Small Station Wagons
Ford,Courier Pickup 2WD,Small Pickup Trucks
Chevrolet,Silverado C15 2WD,Standard Pickup Trucks 2WD
GMC,Sierra C15 2WD,Standard Pickup Trucks 2WD
Chevrolet,Silverado K15 4WD,Standard Pickup Trucks 4WD
GMC,Sierra K15 4WD,Standard Pickup Trucks 4WD
Chrysler,Aspen 2WD,Sport Utility Vehicle - 2WD
Dodge,Nitro 2WD,Sport Utility Vehicle - 2WD
Jeep,Compass 2WD,Sport Utility Vehicle - 2WD
Jeep,Wrangler 2WD,Sport Utility Vehicle - 2WD
Suzuki,XL7 FWD,Sport Utility Vehicle - 2WD
Acura,RDX 4WD,Sport Utility Vehicle - 4WD
BMW,X3 3.0i,Sport Utility Vehicle - 4WD
BMW,X3 3.0si,Sport Utility Vehicle - 4WD
Chrysler,Aspen 4WD,Sport Utility Vehicle - 4WD
Dodge,Nitro 4WD,Sport Utility Vehicle - 4WD
Jeep,Compass 4WD,Sport Utility Vehicle - 4WD
Jeep,Patriot 4WD,Sport Utility Vehicle - 4WD
Suzuki,XL7 AWD,Sport Utility Vehicle - 4WD
Jaguar,XKR,Minicompact Cars
Rolls-Royce,Phantom EWB,Midsize Cars
BMW Alpina,B7,Large Cars
Maybach,62S,Large Cars
Kia,Rondo,Midsize Station Wagons
Isuzu,i-370 Crew Cab 2WD,Standard Pickup Trucks 2WD
Isuzu,i-370 Extended Cab 2WD,Standard Pickup Trucks 2WD
Roush Performance,Stage 3 F150 Regular Cab 2WD,Standard Pickup Trucks 2WD
Roush Performance,Stage 3 F150 Super Cab 2WD,Standard Pickup Trucks 2WD
Roush Performance,Stage 3 F150 Super Crew 2WD,Standard Pickup Trucks 2WD
Roush Performance,Stage 3 F150 Regular Cab 4WD,Standard Pickup Trucks 4WD
Roush Performance,Stage 3 F150 Super Cab 4WD,Standard Pickup Trucks 4WD
Roush Performance,Stage 3 F150 Super Crew 4WD,Standard Pickup Trucks 4WD
Ford,Edge FWD,Sport Utility Vehicle - 2WD
Mazda,B2000,Small Pickup Trucks
Mazda,CX-9 2WD,Sport Utility Vehicle - 2WD
BMW,X5 3.0si,Sport Utility Vehicle - 4WD
BMW,X5 4.8i,Sport Utility Vehicle - 4WD
Ford,Edge AWD,Sport Utility Vehicle - 4WD
Mazda,CX-9 4WD,Sport Utility Vehicle - 4WD
Mercedes-Benz,ML320 CDI 4matic,Sport Utility Vehicle - 4WD
Mercedes-Benz,R320 CDI 4matic,Sport Utility Vehicle - 4WD
Mercedes-Benz,E320 Bluetec,Midsize Cars
GMC,Acadia FWD,Sport Utility Vehicle - 2WD
Hyundai,Veracruz 2WD,Sport Utility Vehicle - 2WD
Saturn,Outlook FWD,Sport Utility Vehicle - 2WD
GMC,Acadia AWD,Sport Utility Vehicle - 4WD
Hyundai,Veracruz 4WD,Sport Utility Vehicle - 4WD
Mercedes-Benz,GL320 CDI 4matic,Sport Utility Vehicle - 4WD
Saturn,Outlook AWD,Sport Utility Vehicle - 4WD
Lincoln,MKX FWD,Sport Utility Vehicle - 2WD
Lincoln,MKX AWD,Sport Utility Vehicle - 4WD
Nissan,Altima Hybrid,Midsize Cars
Aston Martin,V8 Vantage ASM,Two Seaters
Spyker,C8 Double 12 Spyder,Two Seaters
Spyker,C8 Double 12 S,Minicompact Cars
BMW,328ci Convertible,Subcompact Cars
BMW,335ci Convertible,Subcompact Cars
Ford,F150 STX SE 2WD,Standard Pickup Trucks 2WD
Ford,F150 STX SE 2WD FFV,Standard Pickup Trucks 2WD
Chevrolet,HHR Panel FWD,Sport Utility Vehicle - 2WD
Saturn,Aura Hybrid,Midsize Cars
BMW,335xi,Compact Cars
Jeep,Patriot 2WD,Sport Utility Vehicle - 2WD
Mercedes-Benz,380SL,Two Seaters
Audi,TT Coupe,Subcompact Cars
Audi,TT Coupe quattro,Subcompact Cars
Chrysler,Sebring Convertible,Subcompact Cars
Mercedes-Benz,CL63 AMG,Compact Cars
Dodge,Power Ram50 4WD,Small Pickup Trucks
BMW,528i,Midsize Cars
BMW,528xi,Midsize Cars
BMW,535i,Midsize Cars
BMW,535xi,Midsize Cars
Chrysler,Sebring AWD,Midsize Cars
Dodge,Avenger,Midsize Cars
Dodge,Avenger AWD,Midsize Cars
Lexus,LS 600h L,Midsize Cars
Ford,Taurus AWD,Large Cars
Ford,Taurus FWD,Large Cars
Mercury,Sable AWD,Large Cars
Mercury,Sable FWD,Large Cars
Mercedes-Benz,S63 AMG,Large Cars
BMW,535xi Sport Wagon,Midsize Station Wagons
Ford,Ranger Pickup 2WD,Small Pickup Trucks 2WD
Buick,Enclave FWD,Sport Utility Vehicle - 2WD
Mazda,Tribute FWD,Sport Utility Vehicle - 2WD
Mazda,Tribute Hybrid 2WD,Sport Utility Vehicle - 2WD
Mercury,Mariner Hybrid FWD,Sport Utility Vehicle - 2WD
Buick,Enclave AWD,Sport Utility Vehicle - 4WD
Land Rover,LR2,Sport Utility Vehicle - 4WD
Subaru,Brat 4WD,Small Pickup Trucks
Subaru,Tribeca AWD,Sport Utility Vehicle - 4WD
Ford,Crown Victoria FFV,Large Cars
Mercury,Grand Marquis FFV,Large Cars
Audi,R8,Two Seaters
Lamborghini,Murcielago,Two Seaters
Lamborghini,Murcielago Roadster,Two Seaters
Porsche,911 GT3,Two Seaters
Porsche,911 GT3 RS,Two Seaters
Porsche,911 Turbo Cabriolet,Minicompact Cars
Mercedes-Benz,CLK63 AMG,Subcompact Cars
Scion,xD,Subcompact Cars
Bentley,Azure,Compact Cars
Subaru,Impreza AWD,Compact Cars
Volkswagen,R32,Compact Cars
Volvo,C30 FWD,Compact Cars
Cadillac,CTS AWD,Midsize Cars
Chevrolet,Malibu Hybrid,Midsize Cars
Mazda,Speed 3,Midsize Cars
Bentley,Arnage RL,Large Cars
Volkswagen,Jetta SportWagen,Small Station Wagons
Chevrolet,Colorado 2WD,Small Pickup Trucks 2WD
Chevrolet,Colorado Crew Cab 2WD,Small Pickup Trucks 2WD
GMC,Canyon 2WD,Small Pickup Trucks 2WD
GMC,Canyon Cab Chassis Inc 2WD,Small Pickup Trucks 2WD
GMC,Canyon Crew Cab 2WD,Small Pickup Trucks 2WD
Isuzu,i-290 Extended Cab 2WD,Small Pickup Trucks 2WD
Isuzu,i-370 Crew Cab 2WD,Small Pickup Trucks 2WD
Isuzu,i-370 Extended Cab 2WD,Small Pickup Trucks 2WD
Mazda,B2300 2WD,Small Pickup Trucks 2WD
Mazda,B3000 2WD,Small Pickup Trucks 2WD
